Date,Close,Volume,OC_Change,Daily_Return,RSI_14,MACD_Histogram,ROC_5,ROC_21,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,BB_Width,TR,Volume_MA_10,Volume_Change_Ratio,CMF_20,OBV,OBV_Slope_10,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,Kyle_Lambda_Proxy,Kyle_Lambda_20,Target,ATR_Pct
2018-11-13,873.5211181640625,4432001,8.078233557283625,0.307346874295189,67.24295708445726,8.558621023467174,3.91339849468364,15.226604827180257,8.265256607551926,8.437856936439388,2.821934871933511,17.87469176139634,20.00100460241765,3656171.1,1.2121973722728676,0.2007318251053861,114000653.0,2068924.5,5.556539101679681,-0.2940535806872923,0.4608461921294937,-0.8381191881976724,6.934720328248778e-08,4.811119548762747e-07,0,3.2421821039923944
2018-11-14,868.3627319335938,2606605,-4.720396763050758,-0.5905279360973514,65.27785228694185,8.185839791598873,5.429839540838932,10.811657672808405,7.0769614905742975,7.773020908367011,2.2120286655124004,18.83058415038615,14.112597869804972,3729144.2,0.6989820881691836,0.1897372054003175,111394048.0,1620576.6,0.307346874295189,5.556539101679681,-0.2940535806872923,-2.0203755434811788,2.2655060360022e-07,4.867418347300569e-07,1,3.144567139247906
2018-11-15,896.1986694335938,4711756,27.787208309734183,3.205565655497145,70.31864972471786,9.205053925693978,8.310318290281726,14.073344544902454,9.783407232155865,11.11380323765285,5.479430208215672,20.69631283929932,34.06489340356973,3956733.3,1.1908197097843314,0.2623854631086855,116105804.0,1848165.7,-0.5905279360973514,0.307346874295189,5.556539101679681,0.4608461921294937,6.803335434808476e-07,5.117855578023735e-07,1,3.100764414384176
2018-11-16,896.73388671875,2769698,0.3406251432685394,0.0597208301474694,70.40760704916677,9.280066534123865,8.694622541096674,13.662723747004012,9.060670937050766,11.101195850053696,5.530578099867929,21.82743989979787,15.57252137373257,3985130.6,0.6950080883171056,0.2901897786512384,118875502.0,1876563.0,3.205565655497145,-0.5905279360973514,0.307346874295189,-0.2940535806872923,2.156221730581075e-08,4.910975046398303e-07,0,3.0016043258014937
2018-11-19,895.9552612304688,2104102,-1.4112716125854377,-0.086829047035386,70.07855366862722,8.65434210838356,2.883483070199877,15.054375467282744,8.122234353669132,10.98385054978742,5.416298298578058,22.11498675722887,11.63073863520151,3887686.5,0.5412221381533722,0.3160830559199903,116771400.0,1358298.5,0.0597208301474694,3.205565655497145,-0.5905279360973514,5.556539101679681,4.126655791182465e-08,4.685314182969591e-07,0,2.8823503888662274
2018-11-20,890.9915161132812,1540046,-3.4551411477020797,-0.5540170733938754,67.89993281042803,7.335401239743032,1.9999972050976256,16.07075272469598,6.642357749951628,10.277110843725602,4.811147853751222,21.20436684704796,15.913205225061915,3851322.1,0.3998746300653482,0.3555655329728515,115231354.0,1394662.9,-0.086829047035386,0.0597208301474694,3.205565655497145,0.307346874295189,3.597406008611921e-07,4.5466298588476964e-07,1,2.818951121112784
2018-11-21,901.7950439453124,1855760,8.808196262464776,1.212528698270754,70.08013589407298,6.6406184554772665,3.850039940944328,19.585724574068703,7.010769806456979,11.446036500388937,6.061214371806839,20.233991055611558,19.806337931881217,3786447.7,0.4901058055020804,0.3721861837285504,117087114.0,1830689.3,-0.5540170733938754,-0.086829047035386,0.0597208301474694,-0.5905279360973514,6.533865900066571e-07,4.775367003414073e-07,0,2.743118846124419
2018-11-22,891.2835083007812,1617491,-12.895993977597982,-1.1656235765661105,65.42412300915755,4.998054660253025,-0.5484454842941133,17.675421147182302,5.010576590428319,10.018369905252204,4.803673475588355,19.015890604570973,21.022939032567592,3915079.9,0.4131438032720609,0.3342892207340426,115469623.0,1635823.3,1.212528698270754,-0.5540170733938754,-0.086829047035386,3.205565655497145,7.206368236769852e-07,4.717860484022517e-07,1,2.7457029528779766
2018-11-26,891.9161987304688,2116814,3.211880104748161,0.0709864396452042,65.57238708360475,3.547352892822694,-0.5372483475459711,15.765560471514872,4.336445274808311,9.967127650126807,4.847687456045346,17.265904217230656,27.15460831178916,3773957.4,0.5609003429662455,0.3430720353866247,117586437.0,2200308.6,-1.1656235765661105,1.212528698270754,-0.5540170733938754,0.0597208301474694,3.3534566402718535e-08,4.72148446003007e-07,0,2.76523878492768
2018-11-27,889.8722534179688,1126278,0.2919728938982189,-0.2291633805293957,64.60852424304716,2.1140529364920475,-0.6789410225847448,15.551338302101536,3.464761300882646,9.56589559792773,4.555425073030274,15.72422174727046,11.67939099156331,2488055.1,0.4526740585447645,0.3519222462326028,116460159.0,689150.7,0.0709864396452042,-1.1656235765661105,1.212528698270754,-0.086829047035386,2.034696411804153e-07,4.558709985897102e-07,1,2.66736805879162
